date,total_stock,occupancy_rate
2022-09-29,204,40.8
2022-09-30,196,39.2
2022-10-01,192,38.4
2022-10-02,165,33.0
2022-10-03,134,26.8
2022-10-04,134,26.8
2022-10-05,128,25.6
2022-10-06,122,24.4
2022-10-07,115,23.0
2022-10-08,106,21.2
2022-10-09,91,18.2
2022-10-10,485,97.0
2022-10-11,481,96.2
2022-10-12,477,95.39999999999999
2022-10-13,470,94.0
2022-10-14,466,93.2
2022-10-15,458,91.60000000000001
2022-10-16,443,88.6
2022-10-17,422,84.39999999999999
2022-10-18,422,84.39999999999999
2022-10-19,417,83.39999999999999
2022-10-20,410,82.0
2022-10-21,402,80.4
2022-10-22,395,79.0
2022-10-23,371,74.2
2022-10-24,356,71.2
2022-10-25,352,70.39999999999999
2022-10-26,346,69.19999999999999
2022-10-27,341,68.2
2022-10-28,335,67.0
2022-10-29,329,65.8
2022-10-30,308,61.6
2022-10-31,284,56.8
2022-11-01,276,55.2
2022-11-02,271,54.2
2022-11-03,263,52.6
2022-11-04,258,51.6
2022-11-05,249,49.8
2022-11-06,230,46.0
2022-11-07,211,42.199999999999996
2022-11-08,211,42.199999999999996
2022-11-09,206,41.199999999999996
2022-11-10,202,40.400000000000006
2022-11-11,195,39.0
2022-11-12,188,37.6
2022-11-13,173,34.599999999999994
2022-11-14,155,31.0
2022-11-15,150,30.0
2022-11-16,143,28.599999999999998
2022-11-17,138,27.6
2022-11-18,134,26.8
2022-11-19,130,26.0
2022-11-20,109,21.8
2022-11-21,88,17.599999999999998
2022-11-22,492,98.4
2022-11-23,487,97.39999999999999
2022-11-24,481,96.2
2022-11-25,473,94.6
2022-11-26,465,93.0
2022-11-27,450,90.0
2022-11-28,438,87.6
2022-11-29,433,86.6
2022-11-30,427,85.39999999999999
2022-12-01,422,84.39999999999999
2022-12-02,408,81.6
2022-12-03,399,79.80000000000001
2022-12-04,364,72.8
2022-12-05,334,66.8
2022-12-06,334,66.8
2022-12-07,327,65.4
2022-12-08,316,63.2
2022-12-09,307,61.4
2022-12-10,301,60.199999999999996
2022-12-11,283,56.599999999999994
2022-12-12,265,53.0
2022-12-13,253,50.6
2022-12-14,246,49.2
2022-12-15,236,47.199999999999996
2022-12-16,227,45.4
2022-12-17,217,43.4
2022-12-18,190,38.0
2022-12-19,159,31.8
2022-12-20,159,31.8
2022-12-21,152,30.4
2022-12-22,143,28.599999999999998
2022-12-23,137,27.400000000000002
2022-12-24,130,26.0
2022-12-25,108,21.6
2022-12-26,72,14.399999999999999
2022-12-27,488,97.6
2022-12-28,479,95.8
2022-12-29,470,94.0
2022-12-30,464,92.80000000000001
2022-12-31,455,91.0
2023-01-01,437,87.4
2023-01-02,402,80.4
2023-01-03,402,80.4
2023-01-04,395,79.0
2023-01-05,386,77.2
2023-01-06,375,75.0
2023-01-07,362,72.39999999999999
2023-01-08,339,67.80000000000001
2023-01-09,312,62.4
2023-01-10,303,60.6
2023-01-11,297,59.4
2023-01-12,285,56.99999999999999
2023-01-13,276,55.2
2023-01-14,270,54.0
2023-01-15,248,49.6
2023-01-16,217,43.4
2023-01-17,217,43.4
2023-01-18,208,41.6
2023-01-19,198,39.6
2023-01-20,186,37.2
2023-01-21,177,35.4
2023-01-22,146,29.2
2023-01-23,128,25.6
2023-01-24,116,23.200000000000003
2023-01-25,109,21.8
2023-01-26,100,20.0
2023-01-27,94,18.8
2023-01-28,494,98.8
2023-01-29,458,91.60000000000001
2023-01-30,440,88.0
2023-01-31,431,86.2
2023-02-01,422,84.39999999999999
2023-02-02,415,83.0
2023-02-03,410,82.0
2023-02-04,401,80.2
2023-02-05,374,74.8
2023-02-06,355,71.0
2023-02-07,355,71.0
2023-02-08,346,69.19999999999999
2023-02-09,340,68.0
2023-02-10,334,66.8
2023-02-11,330,66.0
2023-02-12,318,63.6
2023-02-13,303,60.6
2023-02-14,296,59.199999999999996
2023-02-15,289,57.8
2023-02-16,284,56.8
2023-02-17,277,55.400000000000006
2023-02-18,271,54.2
2023-02-19,250,50.0
2023-02-20,226,45.2
2023-02-21,226,45.2
2023-02-22,218,43.6
2023-02-23,210,42.0
2023-02-24,203,40.6
2023-02-25,196,39.2
2023-02-26,175,35.0
2023-02-27,163,32.6
2023-02-28,159,31.8
2023-03-01,151,30.2
2023-03-02,144,28.799999999999997
2023-03-03,135,27.0
2023-03-04,125,25.0
2023-03-05,110,22.0
2023-03-06,91,18.2
2023-03-07,495,99.0
2023-03-08,488,97.6
2023-03-09,483,96.6
2023-03-10,478,95.6
2023-03-11,474,94.8
2023-03-12,456,91.2
2023-03-13,444,88.8
2023-03-14,436,87.2
2023-03-15,429,85.8
2023-03-16,424,84.8
2023-03-17,420,84.0
2023-03-18,413,82.6
2023-03-19,389,77.8
2023-03-20,365,73.0
2023-03-21,365,73.0
2023-03-22,358,71.6
2023-03-23,350,70.0
2023-03-24,345,69.0
2023-03-25,339,67.80000000000001
2023-03-26,324,64.8
2023-03-27,309,61.8
2023-03-28,304,60.8
2023-03-29,298,59.599999999999994
2023-03-30,294,58.8
2023-03-31,286,57.199999999999996
2023-04-01,282,56.39999999999999
2023-04-02,263,52.6
2023-04-03,240,48.0
2023-04-04,240,48.0
2023-04-05,230,46.0
2023-04-06,220,44.0
2023-04-07,210,42.0
2023-04-08,200,40.0
2023-04-09,188,37.6
2023-04-10,176,35.199999999999996
2023-04-11,172,34.4
2023-04-12,166,33.2
2023-04-13,158,31.6
2023-04-14,152,30.4
2023-04-15,144,28.799999999999997
2023-04-16,120,24.0
2023-04-17,108,21.6
2023-04-18,108,21.6
2023-04-19,102,20.4
2023-04-20,94,18.8
2023-04-21,495,99.0
2023-04-22,487,97.39999999999999
2023-04-23,475,95.0
2023-04-24,451,90.2
2023-04-25,445,89.0
2023-04-26,441,88.2
2023-04-27,435,87.0
2023-04-28,428,85.6
2023-04-29,420,84.0
2023-04-30,402,80.4
2023-05-01,378,75.6
2023-05-02,378,75.6
2023-05-03,371,74.2
2023-05-04,365,73.0
2023-05-05,358,71.6
2023-05-06,349,69.8
2023-05-07,330,66.0
2023-05-08,303,60.6
2023-05-09,297,59.4
2023-05-10,292,58.4
2023-05-11,288,57.599999999999994
2023-05-12,284,56.8
2023-05-13,280,56.00000000000001
2023-05-14,265,53.0
2023-05-15,247,49.4
2023-05-16,247,49.4
2023-05-17,239,47.8
2023-05-18,231,46.2
2023-05-19,227,45.4
2023-05-20,221,44.2
2023-05-21,200,40.0
2023-05-22,176,35.199999999999996
2023-05-23,168,33.6
2023-05-24,163,32.6
2023-05-25,155,31.0
2023-05-26,148,29.599999999999998
2023-05-27,144,28.799999999999997
2023-05-28,120,24.0
2023-05-29,105,21.0
2023-05-30,98,19.6
2023-05-31,492,98.4
2023-06-01,483,96.6
2023-06-02,477,95.39999999999999
2023-06-03,472,94.39999999999999
2023-06-04,457,91.4
2023-06-05,434,86.8
2023-06-06,434,86.8
2023-06-07,428,85.6
2023-06-08,420,84.0
2023-06-09,413,82.6
2023-06-10,406,81.2
2023-06-11,385,77.0
2023-06-12,363,72.6
2023-06-13,358,71.6
2023-06-14,353,70.6
2023-06-15,346,69.19999999999999
2023-06-16,339,67.80000000000001
2023-06-17,332,66.4
2023-06-18,320,64.0
2023-06-19,296,59.199999999999996
2023-06-20,296,59.199999999999996
2023-06-21,291,58.199999999999996
2023-06-22,286,57.199999999999996
2023-06-23,281,56.2
2023-06-24,276,55.2
2023-06-25,261,52.2
2023-06-26,246,49.2
2023-06-27,239,47.8
2023-06-28,233,46.6
2023-06-29,229,45.800000000000004
2023-06-30,223,44.6
2023-07-01,218,43.6
2023-07-02,188,37.6
2023-07-03,158,31.6
2023-07-04,158,31.6
2023-07-05,152,30.4
2023-07-06,144,28.799999999999997
2023-07-07,131,26.200000000000003
2023-07-08,121,24.2
2023-07-09,90,18.0
2023-07-10,481,96.2
2023-07-11,476,95.19999999999999
2023-07-12,471,94.19999999999999
2023-07-13,462,92.4
2023-07-14,457,91.4
2023-07-15,452,90.4
2023-07-16,437,87.4
2023-07-17,418,83.6
2023-07-18,418,83.6
2023-07-19,413,82.6
2023-07-20,407,81.39999999999999
2023-07-21,396,79.2
2023-07-22,387,77.4
2023-07-23,360,72.0
2023-07-24,341,68.2
2023-07-25,335,67.0
2023-07-26,330,66.0
2023-07-27,323,64.60000000000001
2023-07-28,313,62.6
2023-07-29,308,61.6
2023-07-30,285,56.99999999999999
2023-07-31,266,53.2
2023-08-01,261,52.2
2023-08-02,251,50.2
2023-08-03,241,48.199999999999996
2023-08-04,233,46.6
2023-08-05,225,45.0
2023-08-06,190,38.0
2023-08-07,160,32.0
2023-08-08,160,32.0
2023-08-09,153,30.599999999999998
2023-08-10,146,29.2
2023-08-11,141,28.199999999999996
2023-08-12,132,26.400000000000002
2023-08-13,105,21.0
2023-08-14,74,14.799999999999999
2023-08-15,491,98.2
2023-08-16,481,96.2
2023-08-17,474,94.8
2023-08-18,467,93.4
2023-08-19,460,92.0
2023-08-20,445,89.0
2023-08-21,418,83.6
2023-08-22,418,83.6
2023-08-23,413,82.6
2023-08-24,404,80.80000000000001
2023-08-25,399,79.80000000000001
2023-08-26,389,77.8
2023-08-27,362,72.39999999999999
2023-08-28,335,67.0
2023-08-29,328,65.60000000000001
2023-08-30,319,63.800000000000004
2023-08-31,313,62.6
2023-09-01,303,60.6
2023-09-02,297,59.4
2023-09-03,274,54.800000000000004
2023-09-04,243,48.6
2023-09-05,243,48.6
2023-09-06,237,47.4
2023-09-07,227,45.4
2023-09-08,221,44.2
2023-09-09,215,43.0
2023-09-10,194,38.800000000000004
2023-09-11,170,34.0
2023-09-12,164,32.800000000000004
2023-09-13,160,32.0
2023-09-14,154,30.8
2023-09-15,148,29.599999999999998
2023-09-16,141,28.199999999999996
2023-09-17,126,25.2
2023-09-18,105,21.0
2023-09-19,105,21.0
2023-09-20,98,19.6
2023-09-21,496,99.2
2023-09-22,487,97.39999999999999
2023-09-23,480,96.0
2023-09-24,465,93.0
2023-09-25,447,89.4
2023-09-26,441,88.2
2023-09-27,434,86.8
2023-09-28,430,86.0
2023-09-29,423,84.6
2023-09-30,415,83.0
2023-10-01,400,80.0
2023-10-02,377,75.4
2023-10-03,377,75.4
2023-10-04,368,73.6
2023-10-05,358,71.6
2023-10-06,347,69.39999999999999
2023-10-07,338,67.60000000000001
2023-10-08,314,62.8
2023-10-09,302,60.4
2023-10-10,296,59.199999999999996
2023-10-11,290,57.99999999999999
2023-10-12,285,56.99999999999999
2023-10-13,277,55.400000000000006
2023-10-14,272,54.400000000000006
2023-10-15,251,50.2
2023-10-16,236,47.199999999999996
2023-10-17,236,47.199999999999996
2023-10-18,228,45.6
2023-10-19,219,43.8
2023-10-20,212,42.4
2023-10-21,206,41.199999999999996
2023-10-22,185,37.0
2023-10-23,167,33.4
2023-10-24,160,32.0
2023-10-25,156,31.2
2023-10-26,152,30.4
2023-10-27,147,29.4
2023-10-28,142,28.4
2023-10-29,130,26.0
2023-10-30,106,21.2
2023-10-31,98,19.6
2023-11-01,496,99.2
2023-11-02,486,97.2
2023-11-03,479,95.8
2023-11-04,470,94.0
2023-11-05,451,90.2
2023-11-06,432,86.4
2023-11-07,432,86.4
2023-11-08,426,85.2
2023-11-09,418,83.6
2023-11-10,413,82.6
2023-11-11,405,81.0
2023-11-12,387,77.4
2023-11-13,369,73.8
2023-11-14,363,72.6
2023-11-15,356,71.2
2023-11-16,349,69.8
2023-11-17,344,68.8
2023-11-18,338,67.60000000000001
2023-11-19,326,65.2
2023-11-20,308,61.6
2023-11-21,308,61.6
2023-11-22,303,60.6
2023-11-23,295,59.0
2023-11-24,287,57.4
2023-11-25,280,56.00000000000001
2023-11-26,256,51.2
2023-11-27,232,46.400000000000006
2023-11-28,227,45.4
2023-11-29,219,43.8
2023-11-30,214,42.8
2023-12-01,210,42.0
2023-12-02,195,39.0
2023-12-03,172,34.4
2023-12-04,143,28.599999999999998
2023-12-05,143,28.599999999999998
2023-12-06,134,26.8
2023-12-07,125,25.0
2023-12-08,115,23.0
2023-12-09,103,20.599999999999998
2023-12-10,72,14.399999999999999
2023-12-11,481,96.2
2023-12-12,469,93.8
2023-12-13,460,92.0
2023-12-14,450,90.0
2023-12-15,444,88.8
2023-12-16,434,86.8
2023-12-17,407,81.39999999999999
2023-12-18,371,74.2
2023-12-19,371,74.2
2023-12-20,364,72.8
2023-12-21,358,71.6
2023-12-22,352,70.39999999999999
2023-12-23,340,68.0
2023-12-24,313,62.6
2023-12-25,286,57.199999999999996
2023-12-26,277,55.400000000000006
2023-12-27,270,54.0
2023-12-28,258,51.6
2023-12-29,245,49.0
2023-12-30,232,46.400000000000006
2023-12-31,201,40.2
2024-01-01,165,33.0
2024-01-02,165,33.0
2024-01-03,156,31.2
2024-01-04,141,28.199999999999996
2024-01-05,126,25.2
2024-01-06,119,23.799999999999997
2024-01-07,84,16.8
2024-01-08,471,94.19999999999999
2024-01-09,459,91.8
2024-01-10,450,90.0
2024-01-11,441,88.2
2024-01-12,432,86.4
2024-01-13,423,84.6
2024-01-14,387,77.4
2024-01-15,356,71.2
2024-01-16,356,71.2
2024-01-17,350,70.0
2024-01-18,338,67.60000000000001
2024-01-19,332,66.4
2024-01-20,325,65.0
2024-01-21,298,59.599999999999994
2024-01-22,262,52.400000000000006
2024-01-23,252,50.4
2024-01-24,246,49.2
2024-01-25,239,47.8
2024-01-26,230,46.0
2024-01-27,224,44.800000000000004
2024-01-28,202,40.400000000000006
2024-01-29,175,35.0
2024-01-30,169,33.800000000000004
2024-01-31,157,31.4
2024-02-01,145,28.999999999999996
2024-02-02,137,27.400000000000002
2024-02-03,132,26.400000000000002
2024-02-04,108,21.6
2024-02-05,81,16.2
2024-02-06,495,99.0
2024-02-07,488,97.6
2024-02-08,481,96.2
2024-02-09,476,95.19999999999999
2024-02-10,469,93.8
2024-02-11,457,91.4
2024-02-12,445,89.0
2024-02-13,437,87.4
2024-02-14,429,85.8
2024-02-15,424,84.8
2024-02-16,419,83.8
2024-02-17,413,82.6
2024-02-18,398,79.60000000000001
2024-02-19,373,74.6
2024-02-20,373,74.6
2024-02-21,368,73.6
2024-02-22,361,72.2
2024-02-23,355,71.0
2024-02-24,350,70.0
2024-02-25,332,66.4
2024-02-26,320,64.0
2024-02-27,314,62.8
2024-02-28,309,61.8
2024-02-29,305,61.0
2024-03-01,297,59.4
2024-03-02,287,57.4
2024-03-03,272,54.400000000000006
2024-03-04,249,49.8
2024-03-05,249,49.8
2024-03-06,243,48.6
2024-03-07,234,46.800000000000004
2024-03-08,225,45.0
2024-03-09,218,43.6
2024-03-10,194,38.800000000000004
2024-03-11,175,35.0
2024-03-12,169,33.800000000000004
2024-03-13,162,32.4
2024-03-14,156,31.2
2024-03-15,148,29.599999999999998
2024-03-16,143,28.599999999999998
2024-03-17,131,26.200000000000003
2024-03-18,119,23.799999999999997
2024-03-19,119,23.799999999999997
2024-03-20,114,22.8
2024-03-21,110,22.0
2024-03-22,102,20.4
2024-03-23,97,19.400000000000002
2024-03-24,479,95.8
2024-03-25,467,93.4
2024-03-26,461,92.2
2024-03-27,456,91.2
2024-03-28,450,90.0
2024-03-29,443,88.6
2024-03-30,436,87.2
2024-03-31,421,84.2
2024-04-01,397,79.4
2024-04-02,397,79.4
2024-04-03,387,77.4
2024-04-04,382,76.4
2024-04-05,372,74.4
2024-04-06,367,73.4
2024-04-07,344,68.8
2024-04-08,329,65.8
2024-04-09,322,64.4
2024-04-10,316,63.2
2024-04-11,309,61.8
2024-04-12,302,60.4
2024-04-13,298,59.599999999999994
2024-04-14,277,55.400000000000006
2024-04-15,253,50.6
2024-04-16,253,50.6
2024-04-17,247,49.4
2024-04-18,239,47.8
2024-04-19,235,47.0
2024-04-20,228,45.6
2024-04-21,204,40.8
2024-04-22,185,37.0
2024-04-23,180,36.0
2024-04-24,174,34.8
2024-04-25,166,33.2
2024-04-26,161,32.2
2024-04-27,154,30.8
2024-04-28,130,26.0
2024-04-29,112,22.400000000000002
2024-04-30,105,21.0
2024-05-01,97,19.400000000000002
2024-05-02,490,98.0
2024-05-03,484,96.8
2024-05-04,477,95.39999999999999
2024-05-05,454,90.8
2024-05-06,430,86.0
2024-05-07,430,86.0
2024-05-08,423,84.6
2024-05-09,418,83.6
2024-05-10,414,82.8
2024-05-11,408,81.6
2024-05-12,387,77.4
2024-05-13,366,73.2
2024-05-14,360,72.0
2024-05-15,354,70.8
2024-05-16,347,69.39999999999999
2024-05-17,343,68.60000000000001
2024-05-18,335,67.0
2024-05-19,314,62.8
2024-05-20,299,59.8
2024-05-21,299,59.8
2024-05-22,291,58.199999999999996
2024-05-23,286,57.199999999999996
2024-05-24,282,56.39999999999999
2024-05-25,275,55.00000000000001
2024-05-26,250,50.0
2024-05-27,226,45.2
2024-05-28,220,44.0
2024-05-29,214,42.8
2024-05-30,207,41.4
2024-05-31,202,40.400000000000006
2024-06-01,197,39.4
2024-06-02,130,26.0
2024-06-03,55,11.0
2024-06-04,482,96.39999999999999
2024-06-05,446,89.2
2024-06-06,415,83.0
2024-06-07,397,79.4
2024-06-08,379,75.8
2024-06-09,325,65.0
2024-06-10,249,49.8
2024-06-11,222,44.4
2024-06-12,195,39.0
2024-06-13,164,32.800000000000004
2024-06-14,137,27.400000000000002
2024-06-15,110,22.0
2024-06-16,56,11.200000000000001
2024-06-17,446,89.2
2024-06-18,446,89.2
2024-06-19,410,82.0
2024-06-20,379,75.8
2024-06-21,352,70.39999999999999
2024-06-22,325,65.0
2024-06-23,258,51.6
2024-06-24,183,36.6
2024-06-25,161,32.2
2024-06-26,133,26.6
2024-06-27,115,23.0
2024-06-28,84,16.8
2024-06-29,464,92.80000000000001
2024-06-30,389,77.8
2024-07-01,314,62.8
2024-07-02,314,62.8
2024-07-03,285,56.99999999999999
2024-07-04,262,52.400000000000006
2024-07-05,233,46.6
2024-07-06,204,40.8
2024-07-07,129,25.8
2024-07-08,54,10.8
2024-07-09,465,93.0
2024-07-10,442,88.4
2024-07-11,407,81.39999999999999
2024-07-12,372,74.4
2024-07-13,343,68.60000000000001
2024-07-14,268,53.6
2024-07-15,193,38.6
2024-07-16,193,38.6
2024-07-17,164,32.800000000000004
2024-07-18,118,23.599999999999998
2024-07-19,83,16.6
2024-07-20,454,90.8
2024-07-21,378,75.6
2024-07-22,303,60.6
2024-07-23,268,53.6
2024-07-24,228,45.6
2024-07-25,193,38.6
2024-07-26,147,29.4
2024-07-27,124,24.8
2024-07-28,49,9.8
2024-07-29,451,90.2
2024-07-30,415,83.0
2024-07-31,380,76.0
2024-08-01,340,68.0
2024-08-02,311,62.2
2024-08-03,282,56.39999999999999
2024-08-04,212,42.4
2024-08-05,137,27.400000000000002
2024-08-06,137,27.400000000000002
2024-08-07,102,20.4
2024-08-08,73,14.6
2024-08-09,460,92.0
2024-08-10,420,84.0
2024-08-11,345,69.0
2024-08-12,270,54.0
2024-08-13,235,47.0
2024-08-14,205,41.0
2024-08-15,165,33.0
2024-08-16,125,25.0
2024-08-17,79,15.8
2024-08-18,430,86.0
2024-08-19,354,70.8
2024-08-20,354,70.8
2024-08-21,319,63.800000000000004
2024-08-22,296,59.199999999999996
2024-08-23,256,51.2
2024-08-24,233,46.6
2024-08-25,163,32.6
2024-08-26,88,17.599999999999998
2024-08-27,465,93.0
2024-08-28,442,88.4
2024-08-29,418,83.6
2024-08-30,372,74.4
2024-08-31,337,67.4
2024-09-01,262,52.400000000000006
2024-09-02,208,41.6
2024-09-03,208,41.6
2024-09-04,171,34.2
2024-09-05,153,30.599999999999998
2024-09-06,125,25.0
2024-09-07,107,21.4
2024-09-08,32,6.4
2024-09-09,468,93.60000000000001
2024-09-10,432,86.4
2024-09-11,410,82.0
2024-09-12,374,74.8
2024-09-13,338,67.60000000000001
2024-09-14,316,63.2
2024-09-15,262,52.400000000000006
2024-09-16,195,39.0
2024-09-17,195,39.0
2024-09-18,173,34.599999999999994
2024-09-19,151,30.2
2024-09-20,129,25.8
2024-09-21,102,20.4
2024-09-22,27,5.4
2024-09-23,473,94.6
2024-09-24,442,88.4
2024-09-25,424,84.8
2024-09-26,401,80.2
2024-09-27,379,75.8
2024-09-28,343,68.60000000000001
2024-09-29,268,53.6
2024-09-30,193,38.6
2024-10-01,171,34.2
2024-10-02,149,29.799999999999997
2024-10-03,113,22.6
2024-10-04,82,16.400000000000002
2024-10-05,464,92.80000000000001
2024-10-06,388,77.60000000000001
2024-10-07,321,64.2
2024-10-08,321,64.2
2024-10-09,303,60.6
2024-10-10,267,53.400000000000006
2024-10-11,240,48.0
2024-10-12,204,40.8
2024-10-13,129,25.8
2024-10-14,75,15.0
2024-10-15,473,94.6
2024-10-16,451,90.2
2024-10-17,433,86.6
2024-10-18,402,80.4
2024-10-19,384,76.8
2024-10-20,330,66.0
2024-10-21,254,50.8
2024-10-22,254,50.8
2024-10-23,223,44.6
2024-10-24,205,41.0
2024-10-25,178,35.6
2024-10-26,156,31.2
2024-10-27,89,17.8
2024-10-28,433,86.6
2024-10-29,411,82.19999999999999
2024-10-30,393,78.60000000000001
2024-10-31,366,73.2
2024-11-01,339,67.80000000000001
2024-11-02,317,63.4
2024-11-03,250,50.0
2024-11-04,175,35.0
2024-11-05,175,35.0
2024-11-06,157,31.4
2024-11-07,139,27.800000000000004
2024-11-08,117,23.400000000000002
2024-11-09,95,19.0
2024-11-10,425,85.0
2024-11-11,350,70.0
2024-11-12,314,62.8
2024-11-13,283,56.599999999999994
2024-11-14,256,51.2
2024-11-15,238,47.599999999999994
2024-11-16,211,42.199999999999996
2024-11-17,136,27.200000000000003
2024-11-18,61,12.2
2024-11-19,473,94.6
2024-11-20,455,91.0
2024-11-21,418,83.6
2024-11-22,396,79.2
2024-11-23,365,73.0
2024-11-24,311,62.2
2024-11-25,235,47.0
2024-11-26,208,41.6
2024-11-27,189,37.8
2024-11-28,171,34.2
2024-11-29,140,28.000000000000004
2024-11-30,122,24.4
2024-12-01,55,11.0
2024-12-02,445,89.0
2024-12-03,445,89.0
2024-12-04,405,81.0
2024-12-05,378,75.6
2024-12-06,344,68.8
2024-12-07,311,62.2
2024-12-08,236,47.199999999999996
2024-12-09,161,32.2
2024-12-10,114,22.8
2024-12-11,67,13.4
2024-12-12,446,89.2
2024-12-13,399,79.80000000000001
2024-12-14,352,70.39999999999999
2024-12-15,277,55.400000000000006
2024-12-16,202,40.400000000000006
2024-12-17,202,40.400000000000006
2024-12-18,155,31.0
2024-12-19,101,20.200000000000003
2024-12-20,54,10.8
2024-12-21,467,93.4
2024-12-22,392,78.4
2024-12-23,317,63.4
2024-12-24,290,57.99999999999999
2024-12-25,250,50.0
2024-12-26,196,39.2
2024-12-27,142,28.4
2024-12-28,102,20.4
2024-12-29,26,5.2
2024-12-30,474,94.8
2024-12-31,441,88.2
