Date,Product ID,Product Name,Price per Unit,Price per Unit (sold),Quantity Sold (liters/kg),Quantity in Stock (liters/kg),Expiration Date,Total Value,Days to Expire
2019-04-12,7,Lassi,74.26,79.11,310,16,2019-04-10,24271.881000000005,57
2022-07-01,1,Milk,83.9,81.86,622,327,2022-06-12,79689.89800000002,40
2020-04-16,10,Ghee,13.93,12.61,237,271,2020-08-02,7086.4696,167
2022-07-04,4,Yogurt,40.05,40.1,255,414,2022-05-31,26823.087,25
2022-12-23,1,Milk,97.59,93.23,29,277,2022-11-02,29909.383200000004,8
2022-11-25,10,Ghee,61.56,64.27,11,719,2023-04-08,44951.112,193
2022-07-23,7,Lassi,58.35,61.26,414,73,2022-06-12,28443.291,18
2021-03-11,4,Yogurt,68.86,68.86,22,670,2021-03-17,47702.0764,65
2020-11-11,6,Curd,72.19,73.59,65,1,2020-09-29,4787.640799999999,16
2020-03-11,4,Yogurt,88.47,85.06,269,177,2020-02-18,39493.008,37
2021-06-07,7,Lassi,47.36,48.72,153,31,2021-04-27,8757.8112,18
2021-07-06,1,Milk,47.13,49.07,462,292,2021-06-12,35569.4823,35
2021-11-08,9,Paneer,65.14,62.44,226,184,2021-10-29,26762.1176,49
2019-03-26,3,Cheese,10.41,6.77,82,33,2019-04-06,1200.273,70
2020-04-14,2,Butter,38.59,40.09,256,593,2020-04-18,32798.4128,63
2019-09-12,7,Lassi,40.88,40.55,481,333,2019-07-29,33291.854400000004,14
2020-03-07,6,Curd,16.06,15.67,15,484,2020-03-11,8018.918599999999,63
2020-01-04,6,Curd,73.31,72.28,44,150,2019-11-21,14225.0724,15
2022-07-04,9,Paneer,38.78,35.63,60,240,2022-07-05,11658.0436,60
2020-06-21,10,Ghee,68.52,64.53,112,122,2020-09-22,16072.736399999998,152
2022-07-18,5,Ice Cream,93.05,94.33,98,106,2022-07-07,18991.505,48
2021-07-17,8,Buttermilk,26.77,31.06,30,1,2021-07-26,832.2793,68
2019-02-15,4,Yogurt,30.34,26.77,121,249,2019-02-04,11248.2516,48
2021-03-02,10,Ghee,48.8,47.99,301,141,2021-03-11,21579.36,68
2020-08-06,10,Ghee,15.19,17.12,8,179,2020-10-05,2852.5301,119
2020-07-24,10,Ghee,96.31,91.62,217,53,2020-10-04,26023.9251,131
2020-10-28,9,Paneer,19.2,23.81,134,654,2020-09-06,15138.24,7
2019-06-25,7,Lassi,81.7,79.79,117,339,2019-06-14,37321.377,48
2020-10-25,7,Lassi,66.31,62.03,136,458,2020-10-15,39402.06510000001,49
2020-08-16,7,Lassi,31.25,35.03,44,621,2020-07-09,20783.4375,21
2020-09-13,3,Cheese,40.48,44.37,695,29,2020-10-17,29344.761599999994,93
2020-09-26,9,Paneer,32.64,29.6,651,178,2020-09-14,27085.6512,47
2022-10-11,2,Butter,98.08,100.43,133,303,2022-10-19,42797.208,67
2020-11-08,2,Butter,37.8,33.52,193,6,2020-11-05,7555.841999999999,56
2021-03-20,3,Cheese,77.72,82.38,144,15,2021-05-26,12383.127600000002,126
2020-08-05,8,Buttermilk,81.44,78.16,17,86,2020-08-14,8433.112,68
2021-02-26,10,Ghee,68.21,64.82,419,519,2021-06-14,63999.39669999999,167
2022-05-22,1,Milk,89.78,94.68,492,113,2022-03-24,54382.4394,0
2022-06-23,3,Cheese,26.38,23.63,132,160,2022-08-11,7728.5486,108
2020-01-28,4,Yogurt,35.61,37.29,842,126,2020-02-14,34476.5337,76
2022-03-27,1,Milk,95.77,94.95,148,764,2022-02-24,87351.817,28
2019-10-22,9,Paneer,19.47,15.74,239,500,2019-10-20,14400.7908,57
2021-02-20,4,Yogurt,51.68,50.05,385,435,2021-01-18,42382.768,26
2019-07-17,7,Lassi,67.65,67.5,597,176,2019-07-17,52334.7165,59
2020-05-26,3,Cheese,14.42,11.6,329,326,2020-05-31,9455.4824,64
2019-09-05,1,Milk,84.61,85.52,443,466,2019-10-03,76913.02829999999,87
2021-09-02,3,Cheese,28.02,32.36,757,72,2021-09-19,23254.0782,76
2020-03-22,6,Curd,95.23,91.61,19,205,2020-02-16,21388.658,24
2020-02-07,9,Paneer,66.37,70.91,267,10,2020-02-15,18398.4277,67
2019-11-21,7,Lassi,15.81,12.38,177,580,2019-11-04,11970.0672,42
2019-01-11,1,Milk,48.67,47.24,668,174,2018-12-30,40980.6267,47
2020-06-28,10,Ghee,69.97,72.13,597,237,2020-08-18,58410.2563,110
2019-04-25,10,Ghee,11.53,15.52,118,305,2019-08-29,4883.9927,185
2019-06-17,2,Butter,49.58,51.33,36,466,2019-07-23,24898.0844,95
2019-07-24,9,Paneer,75.07,70.81,91,111,2019-06-17,15179.154,22
2022-12-10,7,Lassi,84.28,89.27,251,490,2022-12-22,62531.546,71
2020-05-05,7,Lassi,28.8,28.92,32,324,2020-05-22,10271.808,76
2021-08-15,1,Milk,35.67,34.58,204,43,2021-08-19,8814.770400000001,63
2019-06-13,9,Paneer,62.35,66.67,297,190,2019-06-16,30396.872,62
2022-05-08,9,Paneer,55.17,50.53,367,240,2022-04-21,33490.3968,42
2021-03-19,4,Yogurt,35.14,37.2,38,32,2021-03-19,2469.2878,59
2019-11-08,2,Butter,89.92,86.16,723,53,2019-11-08,69832.7712,59
2019-05-10,9,Paneer,32.9,32.96,153,461,2019-05-17,20204.877,66
2019-11-23,3,Cheese,30.91,35.52,107,140,2019-12-25,7659.8071,91
2020-07-24,2,Butter,61.14,56.29,18,12,2020-08-17,1873.3296,83
2021-12-16,1,Milk,33.02,31.53,386,215,2021-12-02,19875.7286,45
2021-09-22,4,Yogurt,31.56,35.18,192,277,2021-10-10,14811.7392,77
2022-05-28,8,Buttermilk,72.24,71.71,176,243,2022-05-20,30285.1752,51
2020-05-25,10,Ghee,53.46,56.15,192,694,2020-05-30,47391.2208,64
2021-10-25,5,Ice Cream,49.56,53.39,778,150,2021-11-08,46019.929200000006,73
2022-06-14,2,Butter,90.54,94.52,166,520,2022-07-10,62163.85860000001,85
2019-07-20,3,Cheese,91.1,88.63,14,20,2019-08-12,3142.95,82
2019-02-26,6,Curd,56.68,52.47,55,72,2019-01-24,7210.8296,26
2020-11-15,8,Buttermilk,24.6,27.42,86,333,2020-10-29,10323.882,42
2019-07-14,3,Cheese,14.08,13.35,229,144,2019-07-26,5256.768,71
2022-10-18,7,Lassi,12.08,11.53,565,198,2022-10-11,9222.8384,52
2020-07-17,5,Ice Cream,12.78,8.13,424,485,2020-06-19,11626.3494,31
2020-06-14,5,Ice Cream,92.97,90.81,441,407,2020-07-11,78841.34909999999,86
2019-05-01,2,Butter,11.45,16.23,135,146,2019-04-06,3220.885,34
2022-08-25,8,Buttermilk,75.92,79.85,634,194,2022-08-05,62882.2584,39
2022-02-12,3,Cheese,14.78,11.33,80,202,2022-03-22,4174.3154,97
2020-07-25,8,Buttermilk,22.1,24.66,906,34,2020-07-16,20787.702,50
2020-11-14,9,Paneer,56.54,57.31,7,300,2020-10-03,17376.4382,17
2019-06-23,6,Curd,41.38,43.11,216,82,2019-05-26,12362.6888,31
2020-01-05,9,Paneer,97.56,93.59,5,240,2019-11-16,23972.4432,9
2020-08-05,9,Paneer,27.05,28.93,39,6,2020-06-27,1219.6845,20
2022-04-11,7,Lassi,96.13,98.16,45,141,2022-03-01,17968.619599999998,18
2022-01-03,6,Curd,84.12,84.25,95,233,2021-12-07,27622.4844,32
2019-05-14,1,Milk,98.87,102.79,272,203,2019-06-09,46972.1483,85
2019-07-23,1,Milk,28.75,25.47,191,532,2019-05-28,20810.112500000003,3
2020-01-14,3,Cheese,65.72,70.57,42,1,2020-03-09,2837.1324,114
2022-03-13,8,Buttermilk,41.91,46.35,223,239,2022-02-02,19402.2345,20
2020-02-14,3,Cheese,60.45,57.28,225,273,2020-04-03,30118.003500000003,108
2022-11-18,4,Yogurt,17.98,19.15,12,0,2022-11-17,221.154,58
2019-04-21,10,Ghee,28.05,32.46,38,37,2019-08-03,2122.5435,163
2019-08-26,8,Buttermilk,30.44,30.35,6,113,2019-08-29,3637.2756,62
2022-11-01,4,Yogurt,47.29,44.74,98,152,2022-10-14,11825.3374,41
2020-11-16,4,Yogurt,48.2,46.68,9,1,2020-11-26,501.28,69
2019-05-11,3,Cheese,13.07,16.27,51,52,2019-05-03,1349.8696,51
2019-04-04,3,Cheese,84.63,86.46,438,4,2019-06-04,37408.1526,120
2021-02-17,4,Yogurt,46.83,45.9,257,345,2021-03-10,28236.6168,80
2020-01-05,8,Buttermilk,43.79,43.17,290,250,2019-12-29,23646.6,52
2020-06-19,1,Milk,32.19,28.55,449,30,2020-04-30,15442.5087,9
2019-04-17,10,Ghee,65.45,60.82,152,91,2019-06-12,15929.8755,115
2021-05-19,10,Ghee,84.23,80.4,290,335,2021-10-05,52711.9763,198
2019-01-07,7,Lassi,26.49,26.63,679,22,2018-11-27,18585.384,18
2019-07-12,4,Yogurt,34.56,36.77,95,57,2019-06-16,5283.5328,33
2021-11-24,8,Buttermilk,78.27,80.2,200,24,2021-10-07,17563.788,11
2020-07-08,3,Cheese,65.15,69.99,121,88,2020-07-24,13627.4255,75
2020-08-03,6,Curd,96.06,96.29,163,788,2020-06-26,91356.9024,21
2022-12-20,9,Paneer,50.2,47.1,635,143,2022-11-19,39068.15,28
2020-05-20,4,Yogurt,79.47,82.86,272,623,2020-06-02,71184.4578,72
2020-03-24,3,Cheese,60.06,56.31,544,242,2020-06-01,47219.172000000006,128
2019-02-13,9,Paneer,70.3,67.95,292,188,2019-01-17,33805.161,32
2022-06-21,10,Ghee,53.11,57.82,132,65,2022-08-15,10475.9475,114
2022-02-28,9,Paneer,44.05,40.85,58,40,2022-02-06,4325.269499999999,37
2020-12-03,5,Ice Cream,89.26,90.65,659,191,2020-12-25,75912.9522,81
2020-05-22,10,Ghee,56.6,54.87,193,24,2020-09-13,12292.954,173
2021-12-25,4,Yogurt,36.44,32.53,81,366,2021-11-24,16310.179599999998,28
2020-09-19,8,Buttermilk,83.55,78.75,54,74,2020-08-30,10738.6815,39
2021-07-19,6,Curd,45.04,40.22,149,63,2021-07-19,9569.6488,59
2019-08-24,1,Milk,71.11,75.84,24,289,2019-07-13,22317.1624,17
2022-05-10,8,Buttermilk,83.5,79.59,142,363,2022-04-12,42235.97,31
2022-11-16,4,Yogurt,29.45,28.98,683,92,2022-11-20,22830.5235,63
2019-10-09,4,Yogurt,98.36,102.31,193,237,2019-09-19,42312.5048,39
2020-01-03,6,Curd,71.55,71.06,82,36,2019-12-24,8449.3395,49
2021-11-12,2,Butter,29.73,25.04,722,76,2021-12-01,23740.5942,78
2022-02-24,9,Paneer,35.81,36.59,160,38,2022-02-17,7098.974400000001,52
2019-01-07,2,Butter,43.29,47.92,776,45,2018-12-27,35574.423299999995,48
2021-10-13,2,Butter,76.12,80.93,74,183,2021-10-25,19606.2284,71
2021-02-02,4,Yogurt,76.36,75.7,62,239,2021-01-22,22998.1048,48
2019-11-27,10,Ghee,68.11,70.17,141,440,2020-02-11,39607.3272,135
2020-12-12,10,Ghee,57.76,54.9,188,109,2021-02-17,17199.1952,126
2020-07-16,1,Milk,74.56,71.46,583,278,2020-06-28,64243.1328,41
2021-01-14,2,Butter,64.39,68.75,506,92,2021-01-20,38523.2492,65
2021-09-12,7,Lassi,42.1,38.4,66,391,2021-09-17,19243.489,64
2019-06-25,5,Ice Cream,18.29,23.06,816,25,2019-06-09,15396.522,43
2019-05-10,9,Paneer,29.08,31.68,97,9,2019-04-02,3110.6876,21
2020-03-09,8,Buttermilk,33.99,37.83,1,3,2020-01-19,167.23080000000002,9
2021-06-20,7,Lassi,14.53,18.92,151,30,2021-05-16,2643.4429,24
2022-02-11,6,Curd,75.09,70.95,101,44,2021-12-30,10888.05,16
2022-10-10,8,Buttermilk,12.84,11.97,50,53,2022-08-28,1324.0608,16
2021-08-09,5,Ice Cream,30.02,31.6,757,231,2021-08-11,29672.0682,61
2020-05-28,7,Lassi,14.4,17.37,422,387,2020-05-28,11656.656,59
2020-08-10,4,Yogurt,96.34,99.2,8,0,2020-08-04,859.3528,53
2019-02-21,7,Lassi,94.88,93.27,46,165,2019-02-25,20032.0144,63
2019-11-05,5,Ice Cream,40.66,40.43,17,443,2019-10-15,18718.6442,38
2020-10-07,2,Butter,72.04,70.27,110,246,2020-09-12,25688.0232,34
2019-04-07,4,Yogurt,12.34,11.02,56,1,2019-04-17,704.4906000000001,69
2021-03-18,7,Lassi,76.27,76.49,120,816,2021-03-11,71461.9392,52
2021-04-23,1,Milk,92.89,91.17,134,655,2021-04-18,73307.8591,54
2019-03-28,8,Buttermilk,14.12,12.1,85,192,2019-02-10,3925.2188,13
2019-03-05,10,Ghee,99.65,103.11,382,61,2019-03-11,44173.84850000001,65
2020-02-13,8,Buttermilk,75.74,78.85,635,29,2020-01-17,50345.8928,32
2022-02-05,6,Curd,76.65,78.82,10,32,2021-12-21,3229.2645,13
2019-05-06,2,Butter,68.75,68.41,398,366,2019-04-11,52553.1875,34
2021-09-16,1,Milk,54.38,58.65,82,821,2021-08-12,49111.1218,24
2019-10-03,9,Paneer,72.66,71.09,792,186,2019-10-01,71082.5514,57
2020-04-20,10,Ghee,61.92,61.52,17,370,2020-06-03,23964.2784,103
2022-10-05,9,Paneer,28.42,24.14,87,842,2022-09-27,26414.1164,51
2021-12-01,9,Paneer,45.63,43.36,730,81,2021-11-17,37013.2308,45
2019-09-02,7,Lassi,38.29,41.19,321,322,2019-08-04,24650.3362,30
2019-01-20,10,Ghee,81.97,81.18,144,384,2019-02-16,43333.4405,86
2019-09-20,1,Milk,71.92,76.31,29,113,2019-10-03,10281.6832,72
2020-06-01,8,Buttermilk,48.42,49.6,212,108,2020-05-26,15506.505,53
2020-01-25,2,Butter,45.64,42.15,272,315,2020-01-24,26805.7412,58
2022-12-01,7,Lassi,70.41,68.94,290,597,2022-11-11,62467.752,39
2021-06-20,6,Curd,31.52,34.0,156,605,2021-06-15,23991.448,54
2019-04-25,8,Buttermilk,48.3,50.95,278,91,2019-03-07,17822.7,10
2022-05-06,2,Butter,56.12,54.76,26,135,2022-05-05,9067.8696,58
2021-08-28,5,Ice Cream,39.93,40.68,72,97,2021-08-10,6762.544800000001,41
2019-07-22,10,Ghee,74.04,72.16,595,396,2019-11-23,73395.1116,183
2020-05-03,2,Butter,70.93,69.01,107,100,2020-04-11,14734.998200000002,37
2020-06-22,6,Curd,77.46,73.42,5,223,2020-05-13,17686.4418,19
2019-03-03,3,Cheese,96.55,97.73,128,509,2019-04-07,61542.90099999999,94
2020-10-26,2,Butter,21.62,22.45,358,385,2020-10-19,16080.7398,52
2020-11-22,7,Lassi,27.76,30.63,311,113,2020-10-18,11797.7224,24
2020-10-27,1,Milk,16.34,16.67,318,149,2020-09-25,7646.7932,27
2021-07-25,2,Butter,45.29,45.06,343,452,2021-08-04,36018.231199999995,69
2021-02-23,10,Ghee,83.6,87.22,387,175,2021-03-31,47041.72,95
2020-05-01,3,Cheese,95.15,97.39,384,140,2020-07-10,49952.7985,129
2019-06-04,7,Lassi,33.38,37.54,536,365,2019-05-14,30092.7376,38
2020-09-20,9,Paneer,96.04,97.16,39,61,2020-09-16,9620.3268,55
2019-05-02,7,Lassi,17.38,16.66,240,249,2019-03-20,8498.82,16
2022-02-17,7,Lassi,92.82,95.07,229,193,2022-01-23,39245.2242,34
2022-05-05,10,Ghee,54.15,56.03,865,34,2022-09-13,48687.8895,190
2021-01-11,10,Ghee,86.16,86.82,12,119,2021-02-26,11342.102399999998,105
2022-03-27,2,Butter,62.43,62.78,138,336,2022-03-29,29648.6313,61
2020-10-03,8,Buttermilk,68.78,72.47,82,21,2020-08-22,7118.0422,17
2022-03-11,6,Curd,32.29,30.91,505,217,2022-03-17,23343.4097,65
2021-07-15,8,Buttermilk,80.37,76.36,571,290,2021-07-14,69209.0181,58
2021-09-02,3,Cheese,72.67,73.78,647,136,2021-09-29,56932.5848,86
2020-07-13,5,Ice Cream,12.0,8.3,344,555,2020-08-09,10796.28,86
2021-09-27,4,Yogurt,94.4,90.89,210,384,2021-09-22,56151.952000000005,54
2022-04-28,8,Buttermilk,62.78,66.3,61,782,2022-04-10,52934.8404,41
2021-03-07,7,Lassi,28.97,33.31,104,39,2021-02-24,4169.9418,48
2021-03-04,6,Curd,48.57,44.65,399,273,2021-03-03,32674.9818,58
2021-05-13,4,Yogurt,12.16,12.55,289,183,2021-04-19,5739.8848,35
2019-07-25,4,Yogurt,58.5,57.99,121,646,2019-06-27,44901.675,31
2019-12-24,1,Milk,73.86,75.17,84,47,2019-12-19,9733.2708,54
2022-01-16,6,Curd,77.08,80.63,461,59,2021-12-13,40147.118,25
2020-06-02,6,Curd,80.51,82.29,26,83,2020-04-11,8854.489800000001,7
2020-08-07,5,Ice Cream,61.74,60.88,172,46,2020-08-04,13507.4772,56
2020-07-24,1,Milk,99.24,103.19,392,31,2020-08-18,42037.0716,84
2022-02-25,1,Milk,14.12,14.42,9,77,2022-01-26,1216.8616,29
2022-02-01,7,Lassi,96.4,100.53,248,49,2022-02-07,28715.632,65
2020-08-16,2,Butter,89.32,87.84,190,450,2020-09-08,57169.26599999999,82
2019-06-24,4,Yogurt,29.57,33.43,334,25,2019-07-23,10640.4688,88
2022-12-08,1,Milk,31.26,34.27,395,350,2022-12-04,23300.2662,55
2019-05-27,9,Paneer,75.75,78.9,14,7,2019-05-20,1629.3825000000002,52
2022-03-12,8,Buttermilk,36.65,33.74,449,77,2022-03-10,19300.623,57
2022-02-09,2,Butter,93.62,97.79,10,343,2022-01-19,33111.5216,38
2022-09-08,9,Paneer,18.33,14.41,13,102,2022-08-28,2119.1313,48
2022-05-14,1,Milk,15.76,20.55,176,104,2022-04-12,4418.6312,27
2022-01-12,4,Yogurt,77.51,75.64,102,206,2021-12-11,23890.907300000003,27
2020-09-04,10,Ghee,68.76,67.59,623,202,2020-10-17,56788.884000000005,102
2021-04-08,9,Paneer,79.98,75.57,421,50,2021-04-12,37724.1666,63
2020-01-19,8,Buttermilk,48.72,49.55,87,22,2020-01-15,5341.1736,55
2022-11-25,4,Yogurt,29.7,26.62,250,449,2022-11-18,20778.417,52
2020-04-17,2,Butter,53.93,58.1,370,47,2020-05-03,22540.0435,75
2020-01-05,4,Yogurt,82.93,86.84,99,280,2019-12-21,31442.0802,44
2022-11-05,8,Buttermilk,76.18,77.37,228,534,2022-10-04,58068.9668,27
2020-09-14,5,Ice Cream,36.9,38.8,49,549,2020-10-08,22086.126,83
2022-12-13,5,Ice Cream,84.87,89.45,118,531,2022-11-23,55164.651300000005,39
2019-02-24,4,Yogurt,47.65,43.45,129,247,2019-03-10,17921.6415,73
2021-07-17,5,Ice Cream,18.13,13.34,222,278,2021-08-01,9078.7788,74
2019-10-25,1,Milk,60.02,60.15,356,179,2019-09-25,32139.5096,29
2019-06-26,9,Paneer,42.27,37.8,124,54,2019-05-09,7526.173500000001,11
2022-03-13,2,Butter,22.05,23.09,94,291,2022-04-03,8501.598,80
2019-12-18,10,Ghee,49.92,52.89,302,124,2020-02-16,21276.902400000003,119
2019-02-14,4,Yogurt,54.58,53.79,880,40,2019-02-24,50254.535,69
2021-03-09,2,Butter,41.89,46.85,178,25,2021-04-08,8510.3724,89
2020-01-27,6,Curd,84.37,86.94,558,408,2019-12-29,81536.0117,30
2022-01-28,5,Ice Cream,65.9,65.3,623,250,2021-12-29,57566.286,29
2019-07-06,10,Ghee,27.25,25.02,240,270,2019-10-17,13922.57,162
2021-02-26,5,Ice Cream,36.56,33.82,315,665,2021-01-30,35839.4024,32
2022-11-23,5,Ice Cream,29.83,24.97,45,168,2022-11-11,6371.3897,47
2022-03-16,8,Buttermilk,79.37,76.94,318,517,2022-03-24,66292.2051,67
2020-08-17,4,Yogurt,79.91,75.74,451,284,2020-08-19,58757.823,61
2020-06-27,10,Ghee,88.66,86.99,520,160,2020-09-05,60312.73819999999,129
2020-02-16,5,Ice Cream,59.35,57.61,55,384,2020-01-21,26054.65,33
2021-09-15,5,Ice Cream,17.63,19.36,75,179,2021-09-20,4486.1298,64
2019-02-10,10,Ghee,85.04,84.88,348,119,2019-05-28,39731.5384,166
2021-12-02,7,Lassi,16.4,13.75,318,321,2021-11-04,10481.568,31
2021-02-10,8,Buttermilk,26.54,28.24,136,786,2021-02-20,24495.093,69
2019-11-16,1,Milk,60.95,58.89,106,170,2019-10-10,16872.7885,22
2019-05-03,1,Milk,50.52,52.03,63,306,2019-05-08,18652.994400000003,64
2019-08-17,5,Ice Cream,45.92,49.72,192,131,2019-08-03,14875.784,45
2020-04-08,8,Buttermilk,15.38,14.04,55,66,2020-02-27,1868.5162,18
2020-07-28,8,Buttermilk,75.61,74.39,12,111,2020-07-17,9317.4203,48
2019-12-20,3,Cheese,69.39,66.65,93,836,2020-02-19,64513.270800000006,120
2021-04-07,9,Paneer,23.55,25.31,321,282,2021-03-07,14220.196500000002,28
2021-05-26,10,Ghee,18.89,18.48,25,222,2021-07-21,4681.6976,115
2022-07-08,10,Ghee,58.93,54.88,481,129,2022-09-19,35980.890100000004,132
2021-07-05,3,Cheese,32.75,34.72,283,20,2021-08-23,9952.3975,108
2019-08-20,10,Ghee,40.55,37.87,129,864,2019-11-26,40273.8545,157
2020-08-09,2,Butter,87.98,89.62,168,48,2020-08-11,19033.5932,61
2022-03-04,2,Butter,13.55,9.89,42,167,2022-03-20,2844.958,75
2019-10-14,9,Paneer,83.8,88.2,121,270,2019-10-09,32776.694,54
2020-09-13,4,Yogurt,92.35,91.2,2,2,2020-08-22,377.7115,37
2021-10-02,1,Milk,49.48,52.6,367,15,2021-09-17,18948.366,44
2020-02-17,10,Ghee,28.03,31.27,270,284,2020-05-01,15532.8245,133
2020-04-09,6,Curd,24.23,20.5,47,317,2020-03-01,8833.7734,20
2020-09-19,8,Buttermilk,10.65,7.52,383,188,2020-09-10,6085.5165,50
2021-07-16,6,Curd,26.74,28.94,170,496,2021-06-03,17829.162399999997,16
2020-01-21,6,Curd,38.67,40.03,249,330,2019-12-02,22416.2256,9
2021-07-14,10,Ghee,13.56,11.13,75,282,2021-09-24,4850.5476,131
2021-10-25,5,Ice Cream,67.14,63.46,205,260,2021-11-02,31266.4266,67
2019-02-17,5,Ice Cream,15.27,15.55,678,235,2019-03-11,13950.8247,81
2020-06-13,7,Lassi,98.83,102.78,39,948,2020-05-18,97631.1921,33
2021-06-26,8,Buttermilk,94.48,99.33,207,773,2021-07-06,92625.3576,69
2020-01-25,7,Lassi,78.54,77.74,16,697,2020-02-04,56056.35420000001,69
2019-03-03,8,Buttermilk,74.91,77.77,189,112,2019-03-06,22587.6123,62
2022-03-01,2,Butter,45.99,46.18,360,169,2022-02-05,24353.5446,35
2020-06-17,10,Ghee,10.6,7.88,482,221,2020-09-25,7452.542,159
2021-06-16,4,Yogurt,99.42,103.89,114,253,2021-07-03,36539.8326,76
2020-01-13,6,Curd,57.48,62.33,131,288,2020-01-02,24114.5844,48
2021-09-01,1,Milk,86.3,82.12,297,120,2021-08-29,36042.332,56
2019-02-12,3,Cheese,26.01,25.84,433,139,2019-02-04,14887.083600000002,51
2022-03-27,8,Buttermilk,66.03,63.8,435,454,2022-02-06,58747.55130000001,10
2020-02-09,6,Curd,27.36,23.43,101,90,2020-01-11,5230.6848,30
2019-04-17,9,Paneer,20.67,20.35,572,83,2019-04-06,13555.799400000002,48
2021-08-07,4,Yogurt,17.06,13.14,132,574,2021-08-17,12052.2076,69
2022-11-17,1,Milk,64.2,63.82,30,78,2022-11-26,6990.738,68
2021-02-15,4,Yogurt,59.66,60.78,108,578,2021-03-10,40979.85739999999,82
2020-04-27,3,Cheese,89.69,94.49,28,213,2020-07-02,21679.8668,125
2019-05-07,9,Paneer,50.95,47.22,873,45,2019-04-20,46801.651000000005,42
2019-07-09,5,Ice Cream,28.84,24.73,15,19,2019-07-20,987.77,70
2019-06-19,3,Cheese,12.28,11.52,223,463,2019-07-10,8435.8688,80
2019-06-06,5,Ice Cream,12.37,11.42,205,132,2019-05-24,4169.1848,46
2020-12-07,4,Yogurt,12.76,7.87,309,17,2020-11-29,4160.398,51
2019-06-07,3,Cheese,62.01,65.87,23,242,2019-05-26,16439.4711,47
2021-01-23,6,Curd,73.27,71.7,570,156,2021-01-02,53227.7242,38
2020-10-11,4,Yogurt,69.56,67.53,9,373,2020-10-25,26581.6584,73
2022-01-12,8,Buttermilk,92.96,88.32,316,72,2021-11-29,36095.4384,15
2019-11-22,2,Butter,18.12,22.8,759,46,2019-11-23,14600.9148,60
2022-06-02,5,Ice Cream,15.25,10.39,667,164,2022-05-10,12675.6475,36
2020-04-13,9,Paneer,51.15,52.48,10,176,2020-03-04,9545.1015,19
2019-08-15,4,Yogurt,52.91,50.54,236,225,2019-08-03,24417.4359,47
2020-02-11,6,Curd,60.31,60.69,305,260,2019-12-20,34100.4802,6
2020-08-25,9,Paneer,34.69,36.59,137,145,2020-07-28,9811.0258,31
2020-10-07,5,Ice Cream,48.44,45.35,811,100,2020-09-29,44132.2308,51
2022-10-08,6,Curd,75.38,76.66,81,225,2022-08-19,23099.4472,9
2022-03-14,5,Ice Cream,22.47,24.91,292,383,2022-03-30,15177.3615,75
2022-08-13,6,Curd,19.79,24.18,226,578,2022-08-19,15911.555799999998,65
2020-07-23,7,Lassi,89.69,85.57,120,319,2020-07-31,39413.3736,67
2020-05-13,6,Curd,87.87,91.27,275,548,2020-04-21,72347.7645,37
2019-03-09,8,Buttermilk,34.23,29.85,564,421,2019-01-28,33728.8728,19
2020-06-22,7,Lassi,44.4,42.42,328,238,2020-06-14,25160.148,51
2020-09-24,10,Ghee,97.13,98.63,91,92,2020-12-06,17801.0151,132
2019-04-18,10,Ghee,32.27,31.0,126,94,2019-08-23,7122.9571000000005,186
2019-06-10,2,Butter,40.31,43.88,5,57,2019-06-21,2524.6153000000004,70
2022-09-25,1,Milk,23.51,26.4,78,32,2022-08-02,2601.1464,5
2019-07-21,4,Yogurt,20.56,17.74,81,195,2019-06-15,5689.5688,23
2020-02-23,7,Lassi,48.34,49.75,21,125,2020-02-27,7104.046400000001,63
2021-06-08,1,Milk,87.58,84.81,65,13,2021-05-13,6840.873799999999,33
2022-11-03,8,Buttermilk,42.34,47.1,199,735,2022-10-16,39572.234200000006,41
2021-06-18,2,Butter,48.07,47.69,452,228,2021-07-09,32690.964900000003,80
2022-01-20,8,Buttermilk,67.65,64.88,2,37,2022-01-03,2641.7325,42
2020-12-15,10,Ghee,25.48,25.73,244,242,2021-01-18,12406.7216,93
2021-04-02,8,Buttermilk,69.16,73.88,20,927,2021-03-13,65551.9228,39
2020-03-24,3,Cheese,90.69,94.14,137,843,2020-03-31,88929.7071,66
2020-04-08,7,Lassi,50.78,52.1,224,7,2020-02-29,11774.8664,20
2021-06-25,7,Lassi,26.82,30.58,189,581,2021-06-26,20665.0782,60
2020-09-10,4,Yogurt,81.51,86.24,630,109,2020-10-05,60269.3091,84
2022-05-07,1,Milk,47.0,45.74,120,777,2022-03-11,42172.63,2
2019-11-15,6,Curd,44.59,43.92,369,102,2019-11-18,21038.453800000003,62
2019-03-08,2,Butter,73.1,75.14,490,349,2019-03-09,61333.82399999999,60
2020-07-15,6,Curd,85.93,81.93,73,5,2020-06-01,6710.273700000001,15
2020-09-24,4,Yogurt,39.69,39.86,300,58,2020-10-18,14211.4014,83
2021-03-04,3,Cheese,66.08,62.13,106,827,2021-03-02,61657.9264,57
2021-10-28,4,Yogurt,34.1,31.67,516,248,2021-11-07,26053.082,69
2022-11-07,6,Curd,31.99,30.29,407,99,2022-09-26,16198.1365,17
2019-02-18,6,Curd,98.0,100.84,8,37,2019-02-04,4467.820000000001,45
2021-02-16,1,Milk,30.35,28.85,324,505,2021-01-31,25178.967,43
2022-10-05,4,Yogurt,13.54,10.74,57,275,2022-10-14,4497.311,68
